73.1921, -145.915, 71.1962, 0, 0.158555, -0.0423663, 0.380203, 1.05585, 1.10563, -0.280863, -0.0441669, -0.0163831, 0.363874, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
100.515, -159.707, 98.8291, 0, 0.130758, -0.0488939, 0.340397, 1.76601, 1.68669, -0.376117, -0.127246, 0.0754971, 0.407926, 0, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
106.498, -161.239, 104.091, 0, 0.111026, -0.0510425, 0.319705, -0.470428, -0.192079, -0.027294, -0.10414, -0.0125989, 0.202678, 0, 0, 0, 0, 0, 0, 0.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99.7753, -161.613, 97.4293, 0, 0.0959645, -0.0455081, 0.30242, -0.289154, -0.00322498, 0.153994, -0.0758169, -0.0647988, 0.197893, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97.6543, -162.027, 96.0308, 0, 0.0828438, -0.0395116, 0.290248, 0.244823, 0.318488, 0.0455363, -0.105728, -0.0462139, 0.122266, 0, 0, 0, 0, 0, 0, 0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
106.475, -164.082, 104.859, 0, 0.0673463, -0.0370074, 0.284392, 0.144963, 0.236883, -0.116678, -0.146486, 0.00159551, 0.0938145, 0, 0, 0, 0, 0, 0, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
104.456, -164.117, 102.083, 0, 0.050571, -0.0385672, 0.278334, -0.118357, -0.0261792, -0.114413, -0.141459, 0.0155617, 0.108655, 0, 0, 0, 0, 0, 0, 0.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
106.342, -164.732, 103.303, 0, 0.0354831, -0.0394617, 0.271949, 0.0215385, 0.133358, -0.14016, -0.114212, 0.00609703, 0.0803972, 0, 0, 0, 0, 0, 0, 0.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
107.226, -165.386, 103.342, 0, 0.0243852, -0.0405605, 0.268369, 0.016834, 0.179222, -0.139273, -0.0876476, 0.00773354, 0.0566539, 0, 0, 0, 0, 0, 0, 0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
112.13, -166.612, 107.811, 0, 0.0152722, -0.0412521, 0.264366, 0.133907, 0.273742, -0.0428161, -0.071721, -0.000118456, 0.0581824, 0, 0, 0, 0, 0, 0, 0.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
117.165, -167.473, 113.088, 0, 0.00805333, -0.0409635, 0.260699, 0.13797, 0.188875, 0.0710707, -0.0533813, -0.00636021, 0.0429304, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
122.437, -167.826, 119.034, 0, 0.00316093, -0.039959, 0.258371, 0.174146, 0.129819, 0.096286, -0.0315687, -0.0175458, 0.0228769, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
126.536, -167.737, 123.735, 0, 0.000524375, -0.0369212, 0.257301, 0.106346, 0.0398318, 0.0852953, -0.0154145, -0.0440469, 0.0205961, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
127.159, -167.596, 124.927, 0, -0.00131923, -0.0314219, 0.255607, 0.0068825, -0.0117726, 0.106022, -0.00989828, -0.0550899, 0.0299736, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
125.315, -167.588, 123.683, 0, -0.00305452, -0.0263146, 0.253411, -0.0937724, -0.057204, 0.10371, -0.0147882, -0.038986, 0.0312348, 0, 0, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
121.354, -167.551, 120.163, 0, -0.00556533, -0.0228294, 0.251406, -0.0630516, -0.0796116, 0.0823941, -0.0236835, -0.031258, 0.0217171, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
120.403, -167.295, 119.569, 0, -0.00834911, -0.0194856, 0.250706, 0.035853, -0.00857815, 0.0346724, -0.0252904, -0.0317027, 0.0133467, 0, 0, 0, 0, 0, 0, 1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
121.388, -167.346, 120.616, 0, -0.0109603, -0.0163781, 0.250363, 0.0197182, 0.0489193, -0.00783431, -0.0231911, -0.0315218, 0.00728004, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
120.991, -167.551, 120.242, 0, -0.0131944, -0.0128395, 0.251117, -0.117072, -0.0327566, 0.032042, -0.0221621, -0.042103, -0.00504012, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
116.187, -167.619, 115.654, 0, -0.015184, -0.00823037, 0.252555, -0.113661, -0.0645413, 0.0649576, -0.0193919, -0.0504788, -0.00170745, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
114.918, -167.488, 114.698, 0, -0.0168713, -0.00341008, 0.253181, 0.0333955, -0.0332258, 0.0531697, -0.015205, -0.0435783, -0.000574551, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
113.933, -167.346, 113.915, 0, -0.0183287, 0.000222076, 0.254091, -0.138136, -0.0157136, 0.0136824, -0.0178916, -0.0314784, 0.000619591, 0, 0, 0, 0, 0, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
108.008, -167.917, 107.736, 0, -0.0203716, 0.00300238, 0.253914, -0.285055, 0.0225358, -0.0504056, -0.0185142, -0.0236143, 0.0141762, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
102.583, -168.364, 101.857, 0, -0.0221331, 0.00505928, 0.252714, -0.147023, 0.0158946, -0.0415177, -0.0100532, -0.016371, 0.0154829, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
100.665, -168.514, 99.8247, 0, -0.0230051, 0.00632, 0.251528, -0.0231418, 0.00673224, 0.00610586, -0.00307725, -0.00753486, 0.0142074, 0, 0, 0, 0, 0, 0, 2.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
99.7441, -168.615, 98.9662, 0, -0.0236656, 0.00675259, 0.250146, -0.0821908, 0.027276, 0.0203331, -0.00674358, -0.00182561, 0.0140748, 0, 0, 0, 0, 0, 0, 2.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96.363, -168.957, 95.6586, 0, -0.0249825, 0.00686483, 0.249016, -0.103726, 0.0507297, 0.025833, -0.0132372, 0.000298103, 0.015414, 0, 0, 0, 0, 0, 0, 2.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94.8618, -169.211, 94.2727, 0, -0.0264369, 0.00680495, 0.247889, -0.0111391, 0.0185027, 0.0214174, -0.00896738, -0.000211653, 0.00661769, 0, 0, 0, 0, 0, 0, 2.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95.2599, -169.301, 94.7856, 0, -0.0268319, 0.00699574, 0.248018, 0.0442724, 0.0451792, 0.0175332, 0.000295649, -0.0033496, -0.00198533, 0, 0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97.0122, -169.53, 96.6983, 0, -0.0264494, 0.00734744, 0.248075, 0.0497977, -0.00905996, 0.0309294, 0.00656857, -0.00282224, -0.00377593, 0, 0, 0, 0, 0, 0, 2.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97.226, -169.025, 97.1486, 0, -0.0253357, 0.00742072, 0.248533, 0.00282461, -0.126703, 0.045566, 0.0148368, 0.00164213, -0.00609619, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96.5036, -168.395, 96.7094, 0, -0.0233197, 0.00708765, 0.248342, 0.00989873, -0.0739406, 0.0594602, 0.0248305, 0.0036748, 0.00214533, 0, 0, 0, 0, 0, 0, 3.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96.3524, -168.161, 96.9149, 0, -0.0206274, 0.00675063, 0.247302, -0.01214, -0.0298035, 0.0538713, 0.0317505, 0.00365004, 0.00502979, 0, 0, 0, 0, 0, 0, 3.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95.525, -167.943, 96.2925, 0, -0.0172595, 0.00626721, 0.246204, 0.0188692, -0.0462461, 0.0239028, 0.0394098, 0.00557142, 0.00283429, 0, 0, 0, 0, 0, 0, 3.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96.6603, -167.628, 97.4965, 0, -0.0131621, 0.00570369, 0.245166, 0.0313915, -0.0555491, -0.0133274, 0.0432926, 0.00337278, -0.00102518, 0, 0, 0, 0, 0, 0, 3.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96.8606, -167.386, 97.5546, 0, -0.0091727, 0.00534613, 0.244428, 0.0270482, -0.00648586, -0.024257, 0.0360777, 0.00579877, 0.00106013, 0, 0, 0, 0, 0, 0, 3.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
